,noticeID,user,assistant
23,Notice_NO_3288,":Placement of 86,600 cubic yards of concrete, 86,600 cubic yards of rock, 21,650 cubic yards of sand/ topsoil, and 325,150 cubic yards of processed powdered cement andbarite, all to fill an abandoned, open water , sand mining site for the purpose of establishing 4.4 acres of marsh and 6.6 acres of upland, as stabil izationand erosion protection forLA Hwy 1.Proposed project is a time extension to a previously permitted site with no proposed changes.","{'wetlands': [{'wetland_type': 'marsh', 'impact_quantity': '4.4', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'establishment'}, {'wetland_type': 'upland', 'impact_quantity': '6.6', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'establishment'}]}"
24,Notice_NO_5813,"The applicant seeks re-authorization to place fill within 5.28 acres of wetlands and206.93 acres of other surface waters in order to complete the construction of a residential, commercial, and institutional development.","{'wetlands': [{'wetland_type': 'wetlands', 'impact_quantity': '5.28', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'other surface waters', 'impact_quantity': '206.93', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}]}"
25,Notice_NO_5777,"The applicant s seek authorization to discharge fill material over 40.16 acres of wetlands for the construct ion of 8.65 miles of roadway that would extend Ridge Road eastward to Land O’Lakes Boulevard. Wetland impacts would include 37.38 acres of permanent impact and 2.78 acres of temporary impacts. The project is known as the Ridge Road Extension (RRE). The project consists of three segments that include Phase I, an interchange with the Suncoast Parkw ay, and Phase I I. Phase I would be located west of the Suncoast Parkway interchange and would consist of a 4­lane divided roadway that is approximately 4.2 miles in length. The proposed roadway would intersect the Suncoast Parkway approximately 3.2 miles south of SR -52 at an existing overpass.A full diamond interchange and approximately 1 mile of 4- lane divided roadway would be constructed within the limits of the interchange.Phase II would be located east of the Suncoast Parkway interchange and would consist of 4 -lane divided roadway that is 3.44 miles in length. An additional 2.78 acres of wetlands/waters are proposed to be temporarily filled/impacted to facilitate construction of the roadway, including bridges. Temporary fill material and/or temporary structures, such as drain pipes, coffer dams, etc. , would be removed upon completion of construction and the area would be returned to pre- construction contours and 2hydrologic conditions. Best management practices, such as underlying temporary fill with geotextile, would be incorporated to minimize impacts and ensure clean removal of temporary fill material. Previous iterations of this project proposed Phase II as a limited access roadway, allowing only one access point to a commercial parcel located on the east side of the interchange. The applicants now propose to design Phase II as an arterial roadway that would allow as many as seven (7) signalized intersections (also referred to as “full movement intersections”) between the Suncoast Parkway and Land O’Lakes Boulevard (US-41). This public notice is being published primarily due to this change in status of Phase II. The precise number and location of potential intersections is not yet known and the applicants are not seeking authorization for any impacts to waters of the United States that may be associated with these potential intersections or associated developments .Pasco County has stated that developers would be responsible for obtaining authorizations for any impacts to waters of the United States beyond those currently proposed for construction of the Ridge Road Extension. Note: The proposed Ridge Road Extension was previously noticed by the Corps on November 28, 2011. Additional information, including the Alternatives Analysis previously submitted to the Corps , is available on the Corps’ website at the following address: http://www.saj.usace.army.mil/Missions/Regulatory/Items -of-Interest/ . Once the webpage loads, please scroll down the page to the “Ridge Road Extension” section and click on the links to the individual documents.","{'wetlands': [{'wetland_type': 'wetlands', 'impact_quantity': '37.38', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}, {'wetland_type': 'wetlands', 'impact_quantity': '2.78', 'impact_unit': 'acres', 'impact_duration': 'temporary', 'impact_type': 'fill'}]}"
26,Notice_NO_5607,"The applicant see ks a modification to the exist ing Department of the Army permit for the Grand Landings Development.The applic ant proposes to place fill material in 1.74 acres of w aters of the United States, to excavate 0.25 acre of wetland, and to fill 0.56 acre of d itch, in association with the construction of Phase 4 of the development. The applicant rec eived a Nationwide Verificat ion on September 12, 2005, to fill 0.39 acre of waters o f the United States in association with the construction of Phase 1 of the development. T hen on January 19, 2006, the a pplicant received a permit modification to increas e the wetland impact to a total o f 0.48 acre.On March 22, 2018, the applicant received a standard permit to impact additi onal phases of the development, impacting an additional0.49 acre of fill material in waters of the United States. The proposed 0.49 acreof impact was advertised on pub lic notice but the total plan of development was not adver tised at that ti me.The totalplan of development has potential to impact 9.36 acres of waters of the United States a s depicted on the enclosed project drawings.The permit expires on March 22, 202 8.","{'wetlands': [{'wetland_type': 'waters of the United States', 'impact_quantity': '1.74', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'wetland', 'impact_quantity': '0.25', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'excavate'}, {'wetland_type': 'ditch', 'impact_quantity': '0.56', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'wetland', 'impact_quantity': '0.48', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'waters of the United States', 'impact_quantity': '0.49', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'fill'}]}"
27,Notice_NO_5282,"The applicant seeks authorization for the following:1.Realignment of McCoys Creek. Proposed work woul d include the following:(a)Excavation of approx imately 936-linear-feet of uplandsadjacent to the St. Johns River to realign McCoys Creek approximately 92-feet east of the existing McCoys Creek outfall. This alignment would connect the existing McCoys Creek to the southeast of the May Street Skyway crossing to the north and the St. Johns River to the south. The new alignment would vary in wid th, between 55-feet (single bul khead section) and 60-feet wide (double bulkhead section). The new alignm ent would be underlain by a 1-foot-thick reinforced concrete bed covered by a 1-foot-thick live bed of sand and muck and would encompass 1.66 acre of waters of the United States (open, tidal water). 2(b) Stabilization would be accomplished by the installation of vertical bulkheads along the entire channel corridor as follows: (i)Single bulkhead area: The norther n 452-linear-feet would be stabilized by 3-foot-thick bulkheads made of metal sheet pile with a concrete façade (reference drawing labeled Bulkhead Cross Section) . The bulkheads would be approximately 18-feet tall above mean water level (25-feet above channel bottom grade). The inner face of wall exposed to water on the easte rn wall is approximately 348-linear-feet along the creek, while the western wall isapproximately 296-linear-feet along the creek. All work would occur in uplands prior to the new alignment being connected to the existing McCoys Creek and the St. Johns River. (ii)Double Bulkhead Area: The s outhern 484-linear-feet woul d be stabilized by a double bulkhead system to allow the cr eek to stage up during flood events (reference drawing labeled Tier Cross Sect ion). The inner primary walls would be 3-feet-thick bulkheads made of metal sheetpile with a concrete façade. These bulkheads would be approximat ely 2.7-feet above mean wa ter (7.7-feet above creek bottom grade). The face of the inner eastern wall is app roximately 269 linear feet along the creek while the inner western wall is approximately 293 linear feet along the creek. (iii)Secondary bulkheads would be loca ted approximately 12-feet landward of the primary inner walls. The secondary bulkhead s would be 3-feet-t hick bulkheads made of metal sheet pile with a concrete faç ade. The height of the secondary bulkheads varies between 20-feet in height above meanwater level and 9-feet in height above mean water level, dependent on the adjacent natural upland topography. The face of the outer eastern wall is appr oximately 281-linear-feet and the outer western wall is approximately 305-linea r-feet (reference Tier Cross Section 2 drawing). Proposed bulkheads would be installed utilizing im pact hammer or vibratory methods in dry conditions prior to the opening of the creek to allow water inflow. The space between the walls would be concrete which w ould be paved and accessible to pedestrians when not inundated. (iv)The northern 452-linear-feet woul d be supported utilizing inner steel trusses (reference Support Truss Detail map, Suppor t Cross Section map). These trusses range between 54 and 60 feet in length span ning the new channel and are 6-feet in width. The trusses would be elevated approx imately 12-feet above mean water level to maintain navigability of the channel by small, non-motorized watercraft.(v)To install floating vegetative mats to facilitate vegetative recruitment, wildlife utilization, nutrient uptake, and improve aesthetics. The mats would be attached to the bulkheads to create a meandering central flow path. Mats varyin size, from 30-feet in length to 100-feet in length and are ei ther metal or rigid plastic frames. Mats would not encroach more into more than 25% of the channel at any given point. 3 Mats would be planted with native wetland sh rubs and grasses tolerant of the tidal fluctuation within this area. (vi)To install vegetative habitat thatwould be hanging from the trusses close to the proposed bulkheads for recruitment of vegetation and aquatic organisms. The hanging habitat would not ext end further waterward into the newly created channel more than 25% of the channel and they would not inhibit navigation by small, non-motorized vessels. 2.To dredge 0.06-cubic-yards of material from 2,845-square-feet of waters of the United States (open, tidal water tidal wetlan ds) to place 352.51-cubi c-yards of fill and rip rap into 2,845-square-foot area for shoreline stabilization where the realigned McCoys Creek flows into the existing McCoys Cree k. This would be a curved area and the new rip rap/fill would stabilize the shoreline as the water from the realigned creek converges with the existing creek and flows into the ex isting creek. The dredged material would be disposed of in uplands at the Trail RidgeLandfill would be dredged through mechanical methods. 3.Removal and replacement of the existing rip rap shoreli ne stabilization along the St. Johns River and includes the following: a.Removal of 645.33-cubic-yards of exis ting rip rap from 0.20-ac re of waters of the United States (open, tidal water below the mean high water line). The rip rap would be removed from approximately 470-linear-feet along the shore and a maximum of 50-feet offshore into the St. Johns River in the ar ea of the existing McCo ys Creek outfall area, the proposed McCoys Creek realignment, and north of the proposed McCoys Creek realignment. b.Placement of 645.33-c ubic-yards of rip rap into 0.20- acre of waters of the United States (open, tidal water) in front of t he existing McCoys Creek outfall and north and south of the new McCoys Creek outfall t hat would be 470-feet -long and would range from 15-feet wide to 46-feet- wide to 78-feet in width.4.At the Mouth of the New McCoys Creek Channel:a.Conduct new dredging to remove 1,739. 54-cubic-yards of mate rial from 0.22-acre of waters of the United States (open, tidalwater) to create a new outfall channel into the St. Johns River. The channel would be appr oximately 116-feet wide and would extend approximately 88 feet waterw ard of the mean high water line. The area would be dredged to -9.5 feet in depth. The dredge wo uld be conducted by mechanical methods. The dredged material would be disposed of in uplands at the Trail Ridge Landfill. b.Placement of 878-cubi c-yards of clean granite rip rap into 0.22-acre of waters of the United States (open, tidal water) to stab ilize the newly created outfall channel to the St. Johns River. The rip rap would be 116-feet -wide and extend 88-f eet from the mean high water line into the St. Johns River to armor the newly created channel against 4 erosion. The rip rap would be a uniform 2.5-feet thick, placed fr om -9.5-feet mean low water to -7-feet mean low water.5.Placement of 21,000-cubic-yards of fill material into 0.85-acres of waters of the United States (open, tidal water) to backfill the existing McCoys Creek channel for 890-feet. The entire 890-feet would be filled in or der to realign the creek to a new location east of the existing creek. The realigned cr eek would be reopened prior to the filling of the existing McCoys Creek. The proposed work would also include pedes trian bridge, which would be reviewed under the jurisdiction of the United States Coast Guard. The pedestrian bridge would be 72-feet-long by 19.6-feet-wi de, spanning the new Section 10 McCoys Creek alignment at the outfall into the St. Johns River. The bo ttom of the bridge woul d be set at elevation 17-feet above the water. The McCoys Creek construction would requiretemporary closure of the North Bank Riverwalk between the Acosta Bridge and the existing McCoys Creek (approximately 1,500-feet east of the Wins ton Riverside YMCA). The Love Locks Bridge over the railroad would remain open. The North B ank Riverwalk would be reopened once construction is complete with a new route that would consist of the new pedestrian bridge over the realigned McCoys Creek.The relocation of the McCoys Creek outfall w ould facilitate the development of a new mixed-use residential/commercial developmentwithin a previously developed upland parcel adjacent to the new outfall location. The proposed work in uplands is not under the purview of the Corps; however, it would be review ed under the NEPA scope of analysis, National Historic Preservation Act, and the Endangered Species Act as the proposed work for the outfall stru cture would not occur but fo r the work in the uplands.","{'wetlands': [ {'wetland_type': 'waters of the United States', 'impact_quantity': '1.66', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'excavation'}, {'wetland_type': 'waters of the United States', 'impact_quantity': '2,845', 'impact_unit': 'square foot', 'impact_duration': 'unknown', 'impact_type': 'dredging and fill'}, {'wetland_type': 'waters of the United States', 'impact_quantity': '0.20', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'rip rap placement'}, {'wetland_type': 'waters of the United States', 'impact_quantity': '0.22', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'dredging and rip rap'}, {'wetland_type': 'waters of the United States', 'impact_quantity': '0.85', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}]}"
28,Notice_NO_6039,"The applicant seeks authorization to discharge 45,975 cubic yards of fill into 8. 72-acres of wetlands and 27,122 cubic yards of fill into 2.38 acres of man-made waters of the U.S. , and excavate 8,628 cubic yards of material from 0.95 acres of wetlands and 85 cubic yards of material from 0.02 acres of man-made waters of the U.S. for the construction of the new high school.","{'wetlands': [{'wetland_type': 'wetlands', 'impact_quantity': '8.72', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'man-made waters of the U.S.', 'impact_quantity': '2.38', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'wetlands', 'impact_quantity': '0.95', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'excavate'}, {'wetland_type': 'man-made waters of the U.S.', 'impact_quantity': '0.02', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'excavate'}]}"
29,Notice_NO_3545,"The applicant is proposing to fill 0.93 acre of wetlands and excavate 0.31 acre of pond to construct Phase 2 of the Swann Farms residential development.Phase 1 of this development has already been permitted under Nati onwide Permit 29 to fill 0.22 acre of wetlands, 115 linear feet (0.008 acre) of intermittent stream, and 0.19 acre of open water features.PURPOSE:The purpose of this project is to provide town homes in the Auburn, Alabama area where there is high demand for housing.","{'wetlands': [{'wetland_type': 'wetlands', 'impact_quantity': '0.93', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'pond', 'impact_quantity': '0.31', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'excavate'}, {'wetland_type': 'wetlands', 'impact_quantity': '0.22', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'intermittent stream', 'impact_quantity': '0.008', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'open water', 'impact_quantity': '0.19', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
30,Notice_NO_3916,"Volusia County proposes to renew the USACE permit for 13 existing 5,000' x 5,000' artificial reef sites (573.92 acres each site) authorized under SAJ-1992 -01865 and SAJ-1997-06823 . The total area occupied by the 13 sites is 7,461 acres. The existing sites have operated since the early 1980's but have remaining capacity for deployments, especially Sites 8 and 9, which were not included in the 2010 permit renewal and thus not fu rther developed since that time. Volusia County requests inclusion of reef Sites 8 and 9 as pa rt of this reauthorization. Future deployment materials would include steel barges, concrete bridge sections, culverts, or any other clean, suitable materials that beco me available to the County for deployment as previously authorized. Additions to the reef are not to result in a decrease to the existing minimum clearances from the structures to the surfa ce of the water (at mean low low water). The work described above is to be completed in accordance with the drawings affixed at the end of this permit instrument. DEPTH, PROFILE & CLEARANC E: The minimum clearance provided below for each site is based on the approximate depths and at all times exceeds the currently authorized minimum clearance (33’ for sites 5 -8 / 40’ for sites 1 -4, 10, 12, and 13 / 50’ for sites 9 and 11). The county is reques ting to maintain the previously authorized minimum clearance depths in the event that the county would like to modify the permit for potential vessel deployment. The existing vessel deployments sometimes exceed the above stated maximum reef height, with re liefs ranging from 20’ up to 38’. In all instances , the existing , and proposed , deployments maintain a minimum vertical clearance of twice the height of the structure from the top of the deployed material relative to the MLW . 4Reef Site 1 – The approximate water depth of Site 1 varies from approximately -65’ to -75’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 45’ between the top of the reef and MLLW at Site 1. Reef Site 2 – The approximate water depth of Site 2 varies from approximately -70’ to -80’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 50’ between the top of the reef and MLLW at Site 2. Reef Site 3 – The a pproximate water depth of Site 3 varies from approximately -70’ to -80’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 50’ between the top of the reef and MLLW at Site 3. Reef Site 4 – The approximate water depth of Site 4 varies from approximately -75’ to -85’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 55’ between the top of the reef and MLLW at Site 4. Reef Site 5 – The approximate water dep th of Site 5 varies from approximately -60’ to -65’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 40’ between the top of the reef and MLLW at Site 5. Reef Site 6 – The approximate water depth of Site 6 varies from approximately -65’ to -75’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 45’ between the top of the reef and MLLW at Site 6. Reef Site 7 – The approximate water depth of Site 7 varies from approximately -60’ to -70’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 40’ between the top of the reef and MLLW at Site 7. Reef Site 8 – The approximate water depth of Site 8 varies from appro ximately -60’ to -65’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 30’ between the top of the reef and MLLW at Site 8. Reef Site 9 – The approximate water depth of Site 9 varies from approximately -125’ to -135’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 105’ between the top of the reef and MLLW at Site 9. 5Reef Site 10 – The approximate water depth of Site 10 varies from approximately -60’ to -70’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 40’ between the top of the reef and MLLW at Site 10. Reef Site 11 – The app roximate water depth of Site 11 varies from approximately -75’ to -85’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 55’ between the top of the reef and MLLW at Site 11. Reef Site 12 – The approximat e water depth of Site 12 varies from approximately -65’ to -75’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 45’ between the top of the reef and MLLW at Site 12. Reef Site 13 – The approximate water depth of Site 13 varies from approximately -75’ to -85’ NAVD88. The applicant proposes to maintain a maximum reef height of 20’ with a minimum clearance of 50’ between the top of the reef and MLLW at Site 13.","{'wetlands': [{'wetland_type': 'artificial reef', 'impact_quantity': '7,461', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'renew'}]}"
31,Notice_NO_2085,":The applicant has requested a Department of the Armypermit for the implementation of the Stumpy Bayou Watershed Improvement Project.The project entails the dredging of approximately 9.3 miles of Stumpy Bayou to clear existing obstructions within the bayou to restore drainage within the watershed.The project would include the remov al of sediment depositsand grading of the channel bottom to enhance the rate of flow.The project would also remove fallen trees, beaver dams, and any other overgrown vegetation withing the bayou.Acco rding to the applicant, the project purpose propos es to mitigate flooding and reduce flood risk within the Stumpy Bayou watershed.The project proposes to widen and deepen sections of the bayou based off of hydrological analy sis performed for the project.Approximately 9.25 acresof potentiallyjurisdictional wetlands(7.05 acres forested habitat and 2.2 acres herbaceous habitat) are proposed to be impacted as a result of project implement ation via clearing and fill placementalong the banks of the bayou.Approx imately 261,000 cubic yards of dredged material wou ld be placed adjacent to the banks of Stumpy Bayou.A jurisd ictional determination is pending with the Corps ’ Surveillance and Enfor cement Section.The applicant stated that the impacted area has been minimized through use of existing uplands in certain portions of the Stumpy Bayou as spoil disposal .The applicant has stated that any unavoidableimpacts to jurisdictional wetlands wou ld be compensated through the purchasing of appropriate wetland credits at a Corps approved mitigationbank.","{'wetlands': [{'wetland_type': 'forested habitat wetland', 'impact_quantity': '7.05', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'},
{'wetland_type': 'herbaceous habitat', 'impact_quantity': '2.2', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
32,Notice_NO_2209,":The applicant has requested Depar tment of the Army authoriza tion to clear, grade, excavate and deposit fill and/or aggregate mat erial to construct and maintain two traffic roundabouts to include relocation of ditches and in stallation of culverts.A total of approximately 7,970 cubic yards of gravel, concrete, clay aspha lt, and riprap material would be hauled in and deposited to achieve required grade elevation req uirements. A Preliminary analysis has determined that the proposed project would directl y impact approx. 0.66 acres of wetlands and approx. 0.42 acres of waters.It is presumed that the applicant has minimized the project foo tprint to the maximum extent practical to reduce impactsto wetlands by reconfiguringexisting roadways instead of constructing new roadways in areasnot previously impacted. Theapplicant is proposing to utilize all appropriate best managem ent practices to avoid any unnecessary impacts to the avoided wetland areas. As compensation for unavoidable wetland impacts, the applicantproposes to purchase the requir ed mitigation credits from an ap proved mitigation bank to offset unavoidable wetland impacts.","{'wetlands': [{'wetland_type': 'wetland', 'impact_quantity': '0.66', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'waters', 'impact_quantity': '0.42', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
33,Notice_NO_2288,":The proposed work area isapproximately 2.5 acres.T he applicant proposes installation and maintenance of fill to prepare the site for construction of a parking area and laydown yard to serve the Eagle US2, LLC., facility.Approximately 2,500 cubic yards of earthen material and 800 cubic yards ofaggregate material will be placed for the parking area.Approximately 64 linear feet of waters will be filled and 0.8 acre of jurisdictional wetl ands will be permanently filled. T he applicant proposes to purchase in-kind compensatory mitigation credits f rom a Corps approved mitigation bankto offset unavoidable losses to wetland functions .","{'wetlands': [{'wetland_type': 'waters', 'impact_quantity': '64', 'impact_unit': 'linear feet', 'impact_duration': 'unknown', 'impact_type': 'fill'},{'wetland_type': 'jurisdictional wetlands', 'impact_quantity': '0.8', 'impact_unit': 'acre', 'impact_duration': 'permanent', 'impact_type': 'fill'}]}"
34,Notice_NO_3461,":The applicant has requested authorization to clean out Beaver Canal to prevent flooding in Gramercy .Accessing the site via existing roads, an amphibious excavator, placed either in the canal or along the bank, will be used to dredge the canal.Spoil will be placed as fill along the east side of the canal to form a permanent spoil bank with a 25- foot gap every 369- 500 feet.Approximately 0.8 acre of wetlands and 1.3 acres of other waters will be impacted by the proposed excavation.Approximately 0.5 acre of wetlands and 0.1 acre of other waters will be impacted by fill .The applicant has designed the project to avoid and minimize direct and secondary adverse impacts to the maximum extent practicable.As compensation for unavoidable wetland impacts the applicant proposes to purchase wetland credits from a Corps approved mitigation bank located in the watershed.","{'wetlands': [{'wetland_type': 'wetlands', 'impact_quantity': '0.8', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'excavation'}, {'wetland_type': 'other waters', 'impact_quantity': '1.3', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'excavation'}, {'wetland_type': 'wetlands', 'impact_quantity': '0.5', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'other waters', 'impact_quantity': '0.1', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'fill'}]}"
35,Notice_NO_2179,":The applicant has requested authorization to clear, grade, and fill a 143-acre site to allow for construction of a 463-lot subdivision (Riverstone Subdivision), with pertinent hous es, driveways, and green space to ac commodate eac h residence, common areas, four s torm water detention ponds with pertinent discharge outfalls, a sewer treatment plan t and ingress/egress access.M aterial excavated to construct the proposed detenti on ponds will be spr ead on –site.Approximately 1,580 linear feet of jurisdictional wat ers will be filled as a result of the proposed activity.The water currently conveyed by thes e waters will be diverted to ne w drainage swales and infrastructure within the s ubdivision.Appr oximately 72,884.3 cubic yards of earthen material, 3,676.59 cubic yards o f soil cement base, ,6.1 cub ic yards of concrete, and 34.53 cubic yards of Asphalti c concrete will be deposited on-s ite.Project implementation will impact 8.4 acres of forested wetlands and.5 acres of jurisdictional waters.According to the applicant, their goal was to design the subdivision to avoid all impacts to jurisdictional wetlands and waters.The applicant s tated that avoidance of wetlands was not possible and w ould deem the project impractica l because of the distribution of wetland/water re sources, property dimensions, l ack of expendable property, engineering constraints , and parish requirements.To minimize impacts to adjacent properties, the applic ant will implement best manageme nt practices (BMP’s), including silt fencing, hay bales, seeding, sediment check dams , etc., during and after construction to prevent erosi on and degradation of water qualit y on-site and on-adjacent properties.After construction is complete, earthen material w ill be graded and seeded with the appropriate perennial mix ture to help prevent erosion, turbidity, and degradation of water quality.T o compensate for unavoidable we tland impacts, the applicant proposes to purchase we tland credits from a Corps approved mitigation bank located in the watershed.","{'wetlands': [ {'wetland_type': 'jurisdictional waters', 'impact_quantity': '1,580', 'impact_unit': 'linear feet', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'forested wetlands', 'impact_quantity': '8.4', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'jurisdictional waters', 'impact_quantity': '.5', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
36,Notice_NO_5823,"The applicant seeks authorization to dredge approximately 255,118 cubic yards of sediments from a combined area of approximately 60 acres at the bottom of the t urning basin in the Charlotte Amalie Harbor, the entrance channel to the Charlotte Amalie Harbor, and the WICO cruise ship berth.The entrance channel would be dredged to a controlling depth of 40 feet below Mean Lowest Low Water (MLLW) , the West Indian Company (WICO) berth would be dredged to 36 feet below MLLW , and the adjacent turning basin would be dredged to a minim um depth of 38 feet below MLLW.The proposed dredging would not increase the width of the entrance channel from its current 400 ft.Dre dging would be conducted using a barge mounted mechanical dredge with a crane and a clam shell bucket, which would spud down into the sea bead to hold position.Dredged material would be placed on a floating containment barge, tethered alongside the clams hell dredge barge, where it would be initially de -watered.Excess water from the dredged material in the barge would be 7discharged back into the harborin a controlled manner .The dredged material would be transported by barge either to the area behind t he Veterans Drive bulkhead,or to the Sand Fill in Crown Bay and then offloaded into trucks to be carried to Cancryn Field.The dre dged spoils from the project would be used for a variety of beneficial uses.Sediments dredged from areas with elevated metalcontentwould be used as fill material for the Veterans Drive Expansion Project, which was authorized through Department of the Army Permit number SAJ -1996- 01459 (SP -JCM) on July 27, 2017.It is estimated that approximately 132,063 cubic yards of sediments would be dredged from areas having elevated metal content.Sediments dredged from high metal content areas would be directly transported and discharged via barge behind the Veterans Drive bulkhead.Sediments dr edged from areas with normal metal c ontent would be transported to Cancryn Field,where they would be completely de-watered, sorted, and temporarily stored prior to final disposal .Sediments of appropriate size and texture would be used for beach nourishment at Lindbergh Bay and other hur ricane impacted beaches in the T erritory of the USVI.It is estimated that approximately 195,000 cubic yards of dredged sediments, including all t he material with elevated metalcontent, would be used for the Veterans Drive Expansion Project .Most of the remaining 60,000 cubic yards of dredged sediments would be used for beach nourishment .Any excess material not used for beach nourishment would be transported by barge and discharged through a tremie tube (i .e., an extended tube or pipe that will allow f or controlled underwater placement of dredge material) into the deepest area of the Lindbergh Bay Hole.It is anticipated that no more than 20,000 cubic yards of dredged sediments would be discharged into the Lindbergh Bay Hole.The proposed dredging project is expected to be completed in approximately 24 months.Seagrasses and coral s found within the proposed dredging footprint would be transplanted to adjacent siteseast and west of the harbor ’s entrance channel prior to commencing in- water work.The project would impact approximately 1.594 acres of T. testudinum dominated seagrass beds, of which 1.394acres would be transplanted.The project would also impact approximately 0.664acre of S. filiforme dominated seagrass beds, of which 0.564acre will be transplanted.In addition, the project would impact approximately 0.39 acre of H. decipiens dominated seagrass beds , all of which would be transplanted.Furthermore, the project would result in the relocation of approximately 200 colonies of non ESA listed corals from the project footprint.","{'wetlands': [{'wetland_type': 'T. testudinum dominated seagrass beds', 'impact_quantity': '0.2', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss after transplant'}, {'wetland_type': 'S. filiforme dominated seagrass beds', 'impact_quantity': '0.100', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'loss after transplant'}]}"
